@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute outputs-1 numeric

@data
1129,'2018/02/18 17:46:02:797',3,0,0
1130,'2018/02/18 17:46:02:797',3,0,0
1131,'2018/02/18 17:46:02:807',3,16,0
1132,'2018/02/18 17:46:02:807',3,-16,0
1133,'2018/02/18 17:46:02:816',3,0,0
1134,'2018/02/18 17:46:02:826',3,16,0
1135,'2018/02/18 17:46:02:826',3,-16,0
1136,'2018/02/18 17:46:02:837',3,0,0
1137,'2018/02/18 17:46:02:846',3,0,0
1138,'2018/02/18 17:46:02:847',3,0,0
1139,'2018/02/18 17:46:02:857',3,0,0
1140,'2018/02/18 17:46:02:857',3,0,0
1141,'2018/02/18 17:46:02:867',3,0,0
1142,'2018/02/18 17:46:02:867',3,0,0
1143,'2018/02/18 17:46:02:877',3,0,0
1144,'2018/02/18 17:46:02:886',3,16,0
1145,'2018/02/18 17:46:02:886',3,-16,0
1146,'2018/02/18 17:46:02:898',3,0,0
1147,'2018/02/18 17:46:02:898',3,-32,0
1148,'2018/02/18 17:46:02:907',3,32,0
1149,'2018/02/18 17:46:02:916',3,0,0
1150,'2018/02/18 17:46:02:916',3,-16,0
1151,'2018/02/18 17:46:02:927',3,16,0
1152,'2018/02/18 17:46:02:937',3,0,0
1153,'2018/02/18 17:46:02:938',3,32,0
1154,'2018/02/18 17:46:02:946',3,-32,0
1155,'2018/02/18 17:46:02:946',3,0,0
1156,'2018/02/18 17:46:02:957',3,0,0
1157,'2018/02/18 17:46:02:967',3,-16,0
1158,'2018/02/18 17:46:02:967',3,16,0
1159,'2018/02/18 17:46:02:978',3,0,0
1160,'2018/02/18 17:46:02:979',3,0,0
1161,'2018/02/18 17:46:02:987',3,0,0
1162,'2018/02/18 17:46:02:988',3,0,0
1163,'2018/02/18 17:46:02:996',3,32,0
1164,'2018/02/18 17:46:03:007',3,-32,0
1165,'2018/02/18 17:46:03:008',3,0,0
1166,'2018/02/18 17:46:03:016',3,-16,0
1167,'2018/02/18 17:46:03:026',3,16,0
1168,'2018/02/18 17:46:03:026',3,0,0
1169,'2018/02/18 17:46:03:037',3,-32,0
1170,'2018/02/18 17:46:03:038',3,32,0
1171,'2018/02/18 17:46:03:047',3,0,0
1172,'2018/02/18 17:46:03:057',3,0,0
1173,'2018/02/18 17:46:03:057',3,48,0
1174,'2018/02/18 17:46:03:068',3,-48,0
1175,'2018/02/18 17:46:03:068',3,0,0
1176,'2018/02/18 17:46:03:077',3,-48,0
1177,'2018/02/18 17:46:03:078',3,48,0
1178,'2018/02/18 17:46:03:086',3,0,0
1179,'2018/02/18 17:46:03:096',3,0,0
1180,'2018/02/18 17:46:03:096',3,0,0
1181,'2018/02/18 17:46:03:108',3,0,0
1182,'2018/02/18 17:46:03:109',3,32,0
1183,'2018/02/18 17:46:03:117',3,-32,0
1184,'2018/02/18 17:46:03:126',3,0,0
1185,'2018/02/18 17:46:03:126',3,16,0
1186,'2018/02/18 17:46:03:137',3,-16,0
1187,'2018/02/18 17:46:03:138',3,0,0
1188,'2018/02/18 17:46:03:146',3,0,0
1189,'2018/02/18 17:46:03:158',3,0,0
1190,'2018/02/18 17:46:03:159',3,0,0
1191,'2018/02/18 17:46:03:167',3,0,0
1192,'2018/02/18 17:46:03:167',3,-16,0
1193,'2018/02/18 17:46:03:176',3,16,0
1194,'2018/02/18 17:46:03:186',3,0,0
1195,'2018/02/18 17:46:03:187',3,-32,0
1196,'2018/02/18 17:46:03:196',3,32,0
1197,'2018/02/18 17:46:03:207',3,0,0
1198,'2018/02/18 17:46:03:207',3,16,0
1199,'2018/02/18 17:46:03:216',3,-16,0
1200,'2018/02/18 17:46:03:216',3,0,0
1201,'2018/02/18 17:46:03:226',3,-16,0
1202,'2018/02/18 17:46:03:236',3,16,0
1203,'2018/02/18 17:46:03:237',3,0,0
1204,'2018/02/18 17:46:03:246',3,0,0
1205,'2018/02/18 17:46:03:247',3,48,0
1206,'2018/02/18 17:46:03:257',3,-48,0
1207,'2018/02/18 17:46:03:266',3,0,0
1208,'2018/02/18 17:46:03:267',3,-32,0
1209,'2018/02/18 17:46:03:277',3,32,0
1210,'2018/02/18 17:46:03:278',3,0,0
1211,'2018/02/18 17:46:03:286',3,-16,0
1212,'2018/02/18 17:46:03:297',3,16,0
1213,'2018/02/18 17:46:03:298',3,0,0
1214,'2018/02/18 17:46:03:307',3,32,0
1215,'2018/02/18 17:46:03:308',3,-32,0
1216,'2018/02/18 17:46:03:316',3,0,0
1217,'2018/02/18 17:46:03:326',3,0,0
1218,'2018/02/18 17:46:03:326',3,16,0
1219,'2018/02/18 17:46:03:338',3,-16,0
1220,'2018/02/18 17:46:03:338',3,0,0
1221,'2018/02/18 17:46:03:346',3,-32,0
1222,'2018/02/18 17:46:03:357',3,32,0
1223,'2018/02/18 17:46:03:357',3,0,0
1224,'2018/02/18 17:46:03:368',3,16,0
1225,'2018/02/18 17:46:03:368',3,-16,0
1226,'2018/02/18 17:46:03:376',3,0,0
1227,'2018/02/18 17:46:03:386',3,-32,0
1228,'2018/02/18 17:46:03:388',3,32,0
1229,'2018/02/18 17:46:03:397',3,0,0
1230,'2018/02/18 17:46:03:398',3,0,0
1231,'2018/02/18 17:46:03:406',3,0,0
1232,'2018/02/18 17:46:03:416',3,0,0
1233,'2018/02/18 17:46:03:416',3,0,0
1234,'2018/02/18 17:46:03:426',3,16,0
1235,'2018/02/18 17:46:03:426',3,-16,0
1236,'2018/02/18 17:46:03:436',3,0,0
1237,'2018/02/18 17:46:03:446',3,0,0
1238,'2018/02/18 17:46:03:446',3,0,0
1239,'2018/02/18 17:46:03:459',3,0,0
1240,'2018/02/18 17:46:03:459',3,32,0
1241,'2018/02/18 17:46:03:466',3,-32,0
1242,'2018/02/18 17:46:03:477',3,0,0
1243,'2018/02/18 17:46:03:478',3,-16,0
1244,'2018/02/18 17:46:03:489',3,16,0
1245,'2018/02/18 17:46:03:489',3,0,0
1246,'2018/02/18 17:46:03:497',3,-32,0
1247,'2018/02/18 17:46:03:507',3,32,0
1248,'2018/02/18 17:46:03:507',3,0,0
1249,'2018/02/18 17:46:03:518',3,0,0
1250,'2018/02/18 17:46:03:518',3,16,0
1251,'2018/02/18 17:46:03:527',3,-16,0
1252,'2018/02/18 17:46:03:527',3,0,0
1253,'2018/02/18 17:46:03:538',3,0,0
1254,'2018/02/18 17:46:03:546',3,0,0
1255,'2018/02/18 17:46:03:547',3,0,0
1256,'2018/02/18 17:46:03:558',3,-16,0
1257,'2018/02/18 17:46:03:559',3,16,0
1258,'2018/02/18 17:46:03:567',3,0,0
1259,'2018/02/18 17:46:03:577',3,0,0
1260,'2018/02/18 17:46:03:577',3,0,0
1261,'2018/02/18 17:46:03:586',3,0,0
1262,'2018/02/18 17:46:03:597',3,0,0
1263,'2018/02/18 17:46:03:597',3,0,0
1264,'2018/02/18 17:46:03:607',3,0,0
1265,'2018/02/18 17:46:03:608',3,0,0
1266,'2018/02/18 17:46:03:618',3,80,0
1267,'2018/02/18 17:46:03:618',3,-80,0
1268,'2018/02/18 17:46:03:627',3,0,0
1269,'2018/02/18 17:46:03:636',3,-16,0
1270,'2018/02/18 17:46:03:637',3,16,0
1271,'2018/02/18 17:46:03:647',3,0,0
1272,'2018/02/18 17:46:03:648',3,-32,0
1273,'2018/02/18 17:46:03:657',3,32,0
1274,'2018/02/18 17:46:03:668',3,0,0
1275,'2018/02/18 17:46:03:668',3,-80,0
1276,'2018/02/18 17:46:03:676',3,80,0
1277,'2018/02/18 17:46:03:688',3,0,0
1278,'2018/02/18 17:46:03:688',3,0,0
1279,'2018/02/18 17:46:03:696',3,80,0
1280,'2018/02/18 17:46:03:697',3,-80,0
1281,'2018/02/18 17:46:03:706',3,0,0
1282,'2018/02/18 17:46:03:716',3,-16,0
1283,'2018/02/18 17:46:03:717',3,16,0
1284,'2018/02/18 17:46:03:726',3,0,0
1285,'2018/02/18 17:46:03:726',3,-32,0
1286,'2018/02/18 17:46:03:736',3,32,0
