@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute outputs-1 numeric

@data
562,'2018/02/18 17:45:59:393',3,32,0
563,'2018/02/18 17:45:59:403',3,-32,0
564,'2018/02/18 17:45:59:404',3,0,0
565,'2018/02/18 17:45:59:412',3,-32,0
566,'2018/02/18 17:45:59:412',3,32,0
567,'2018/02/18 17:45:59:424',3,0,0
568,'2018/02/18 17:45:59:424',3,0,0
569,'2018/02/18 17:45:59:432',3,0,0
570,'2018/02/18 17:45:59:444',3,0,0
571,'2018/02/18 17:45:59:444',3,0,0
572,'2018/02/18 17:45:59:452',3,-16,0
573,'2018/02/18 17:45:59:462',3,16,0
574,'2018/02/18 17:45:59:463',3,0,0
575,'2018/02/18 17:45:59:472',3,48,0
576,'2018/02/18 17:45:59:472',3,-48,0
577,'2018/02/18 17:45:59:482',3,0,0
578,'2018/02/18 17:45:59:493',3,-16,0
579,'2018/02/18 17:45:59:493',3,16,0
580,'2018/02/18 17:45:59:502',3,0,0
581,'2018/02/18 17:45:59:502',3,-16,0
582,'2018/02/18 17:45:59:513',3,16,0
583,'2018/02/18 17:45:59:523',3,0,0
584,'2018/02/18 17:45:59:523',3,0,0
585,'2018/02/18 17:45:59:531',3,16,0
586,'2018/02/18 17:45:59:532',3,-16,0
587,'2018/02/18 17:45:59:542',3,0,0
588,'2018/02/18 17:45:59:552',3,0,0
589,'2018/02/18 17:45:59:553',3,0,0
590,'2018/02/18 17:45:59:562',3,0,0
591,'2018/02/18 17:45:59:563',3,0,0
592,'2018/02/18 17:45:59:573',3,0,0
593,'2018/02/18 17:45:59:573',3,0,0
594,'2018/02/18 17:45:59:582',3,-16,0
595,'2018/02/18 17:45:59:594',3,16,0
596,'2018/02/18 17:45:59:595',3,0,0
597,'2018/02/18 17:45:59:604',3,16,0
598,'2018/02/18 17:45:59:604',3,-16,0
599,'2018/02/18 17:45:59:613',3,0,0
600,'2018/02/18 17:45:59:623',3,0,0
601,'2018/02/18 17:45:59:623',3,16,0
602,'2018/02/18 17:45:59:632',3,-16,0
603,'2018/02/18 17:45:59:643',3,0,0
604,'2018/02/18 17:45:59:643',3,-32,0
605,'2018/02/18 17:45:59:652',3,32,0
606,'2018/02/18 17:45:59:653',3,0,0
607,'2018/02/18 17:45:59:662',3,0,0
608,'2018/02/18 17:45:59:672',3,0,0
609,'2018/02/18 17:45:59:673',3,0,0
610,'2018/02/18 17:45:59:683',3,16,0
611,'2018/02/18 17:45:59:683',3,-16,0
612,'2018/02/18 17:45:59:694',3,0,0
613,'2018/02/18 17:45:59:695',3,32,0
614,'2018/02/18 17:45:59:703',3,-32,0
615,'2018/02/18 17:45:59:713',3,0,0
616,'2018/02/18 17:45:59:713',3,0,0
617,'2018/02/18 17:45:59:724',3,-32,0
618,'2018/02/18 17:45:59:733',3,32,0
619,'2018/02/18 17:45:59:733',3,0,0
620,'2018/02/18 17:45:59:743',3,-16,0
621,'2018/02/18 17:45:59:743',3,16,0
622,'2018/02/18 17:45:59:753',3,0,0
623,'2018/02/18 17:45:59:754',3,48,0
624,'2018/02/18 17:45:59:763',3,-48,0
625,'2018/02/18 17:45:59:773',3,0,0
626,'2018/02/18 17:45:59:773',3,-112,0
627,'2018/02/18 17:45:59:782',3,112,0
628,'2018/02/18 17:45:59:792',3,0,0
629,'2018/02/18 17:45:59:793',3,0,0
630,'2018/02/18 17:45:59:803',3,64,0
631,'2018/02/18 17:45:59:804',3,-64,0
632,'2018/02/18 17:45:59:813',3,0,0
633,'2018/02/18 17:45:59:823',3,48,0
634,'2018/02/18 17:45:59:823',3,-48,0
635,'2018/02/18 17:45:59:832',3,0,0
636,'2018/02/18 17:45:59:832',3,-48,0
637,'2018/02/18 17:45:59:844',3,48,0
638,'2018/02/18 17:45:59:844',3,0,0
639,'2018/02/18 17:45:59:853',3,96,0
640,'2018/02/18 17:45:59:862',3,-96,0
641,'2018/02/18 17:45:59:863',3,0,0
642,'2018/02/18 17:45:59:874',3,-16,0
643,'2018/02/18 17:45:59:874',3,16,0
644,'2018/02/18 17:45:59:883',3,0,0
645,'2018/02/18 17:45:59:894',3,0,0
646,'2018/02/18 17:45:59:894',3,-80,0
647,'2018/02/18 17:45:59:903',3,80,0
648,'2018/02/18 17:45:59:913',3,0,0
649,'2018/02/18 17:45:59:913',3,-16,0
650,'2018/02/18 17:45:59:924',3,16,0
651,'2018/02/18 17:45:59:924',3,0,0
652,'2018/02/18 17:45:59:932',3,-32,0
653,'2018/02/18 17:45:59:942',3,32,0
654,'2018/02/18 17:45:59:943',3,0,0
655,'2018/02/18 17:45:59:952',3,48,0
656,'2018/02/18 17:45:59:952',3,-48,0
657,'2018/02/18 17:45:59:962',3,0,0
658,'2018/02/18 17:45:59:973',3,48,0
659,'2018/02/18 17:45:59:974',3,-48,0
660,'2018/02/18 17:45:59:983',3,0,0
661,'2018/02/18 17:45:59:983',3,0,0
662,'2018/02/18 17:45:59:994',3,-32,0
663,'2018/02/18 17:45:59:994',3,32,0
664,'2018/02/18 17:46:00:002',3,0,0
665,'2018/02/18 17:46:00:012',3,0,0
666,'2018/02/18 17:46:00:012',3,0,0
667,'2018/02/18 17:46:00:023',3,0,0
668,'2018/02/18 17:46:00:033',3,0,0
669,'2018/02/18 17:46:00:033',3,0,0
670,'2018/02/18 17:46:00:044',3,0,0
671,'2018/02/18 17:46:00:044',3,64,0
672,'2018/02/18 17:46:00:052',3,-64,0
673,'2018/02/18 17:46:00:063',3,0,0
674,'2018/02/18 17:46:00:063',3,0,0
675,'2018/02/18 17:46:00:073',3,-48,0
676,'2018/02/18 17:46:00:073',3,48,0
677,'2018/02/18 17:46:00:082',3,0,0
678,'2018/02/18 17:46:00:094',3,-32,0
679,'2018/02/18 17:46:00:094',3,32,0
680,'2018/02/18 17:46:00:102',3,0,0
681,'2018/02/18 17:46:00:102',3,48,0
682,'2018/02/18 17:46:00:114',3,-48,0
683,'2018/02/18 17:46:00:114',3,0,0
684,'2018/02/18 17:46:00:124',3,16,0
685,'2018/02/18 17:46:00:133',3,-16,0
686,'2018/02/18 17:46:00:133',3,0,0
687,'2018/02/18 17:46:00:142',3,-80,0
688,'2018/02/18 17:46:00:152',3,80,0
689,'2018/02/18 17:46:00:152',3,0,0
690,'2018/02/18 17:46:00:162',3,0,0
691,'2018/02/18 17:46:00:163',3,48,0
692,'2018/02/18 17:46:00:173',3,-48,0
693,'2018/02/18 17:46:00:174',3,0,0
694,'2018/02/18 17:46:00:183',3,-32,0
695,'2018/02/18 17:46:00:193',3,32,0
696,'2018/02/18 17:46:00:194',3,0,0
697,'2018/02/18 17:46:00:203',3,32,0
698,'2018/02/18 17:46:00:213',3,-32,0
699,'2018/02/18 17:46:00:214',3,0,0
700,'2018/02/18 17:46:00:224',3,48,0
701,'2018/02/18 17:46:00:224',3,-48,0
702,'2018/02/18 17:46:00:233',3,0,0
703,'2018/02/18 17:46:00:242',3,-48,0
704,'2018/02/18 17:46:00:242',3,48,0
705,'2018/02/18 17:46:00:253',3,0,0
706,'2018/02/18 17:46:00:254',3,0,0
707,'2018/02/18 17:46:00:262',3,16,0
708,'2018/02/18 17:46:00:274',3,-16,0
709,'2018/02/18 17:46:00:274',3,0,0
710,'2018/02/18 17:46:00:283',3,-96,0
711,'2018/02/18 17:46:00:283',3,96,0
712,'2018/02/18 17:46:00:293',3,0,0
713,'2018/02/18 17:46:00:304',3,32,0
714,'2018/02/18 17:46:00:304',3,-32,0
715,'2018/02/18 17:46:00:312',3,0,0
716,'2018/02/18 17:46:00:313',3,0,0
717,'2018/02/18 17:46:00:322',3,0,0
718,'2018/02/18 17:46:00:332',3,0,0
719,'2018/02/18 17:46:00:332',3,32,0
720,'2018/02/18 17:46:00:343',3,-32,0
721,'2018/02/18 17:46:00:343',3,0,0
722,'2018/02/18 17:46:00:353',3,0,0
723,'2018/02/18 17:46:00:362',3,16,0
724,'2018/02/18 17:46:00:362',3,-16,0
725,'2018/02/18 17:46:00:373',3,0,0
726,'2018/02/18 17:46:00:374',3,0,0
727,'2018/02/18 17:46:00:382',3,0,0
728,'2018/02/18 17:46:00:391',3,0,0
729,'2018/02/18 17:46:00:392',3,0,0
730,'2018/02/18 17:46:00:403',3,0,0
731,'2018/02/18 17:46:00:403',3,0,0
732,'2018/02/18 17:46:00:412',3,16,0
733,'2018/02/18 17:46:00:422',3,-16,0
734,'2018/02/18 17:46:00:423',3,0,0
735,'2018/02/18 17:46:00:432',3,0,0
736,'2018/02/18 17:46:00:433',3,-48,0
737,'2018/02/18 17:46:00:444',3,48,0
738,'2018/02/18 17:46:00:445',3,0,0
739,'2018/02/18 17:46:00:453',3,-16,0
740,'2018/02/18 17:46:00:463',3,16,0
741,'2018/02/18 17:46:00:464',3,0,0
742,'2018/02/18 17:46:00:473',3,48,0
743,'2018/02/18 17:46:00:482',3,-48,0
744,'2018/02/18 17:46:00:482',3,0,0
745,'2018/02/18 17:46:00:494',3,32,0
746,'2018/02/18 17:46:00:494',3,-32,0
747,'2018/02/18 17:46:00:502',3,0,0
748,'2018/02/18 17:46:00:513',3,-64,0
749,'2018/02/18 17:46:00:514',3,64,0
750,'2018/02/18 17:46:00:523',3,0,0
751,'2018/02/18 17:46:00:523',3,0,0
752,'2018/02/18 17:46:00:532',3,32,0
753,'2018/02/18 17:46:00:545',3,-32,0
754,'2018/02/18 17:46:00:545',3,0,0
755,'2018/02/18 17:46:00:552',3,16,0
756,'2018/02/18 17:46:00:552',3,-16,0
757,'2018/02/18 17:46:00:562',3,0,0
758,'2018/02/18 17:46:00:573',3,-80,0
759,'2018/02/18 17:46:00:573',3,80,0
760,'2018/02/18 17:46:00:583',3,0,0
761,'2018/02/18 17:46:00:583',3,48,0
762,'2018/02/18 17:46:00:594',3,-48,0
763,'2018/02/18 17:46:00:594',3,0,0
764,'2018/02/18 17:46:00:603',3,32,0
765,'2018/02/18 17:46:00:613',3,-32,0
766,'2018/02/18 17:46:00:614',3,0,0
767,'2018/02/18 17:46:00:623',3,0,0
768,'2018/02/18 17:46:00:624',3,-80,0
769,'2018/02/18 17:46:00:633',3,80,0
770,'2018/02/18 17:46:00:646',3,0,0
771,'2018/02/18 17:46:00:647',3,64,0
772,'2018/02/18 17:46:00:654',3,-64,0
773,'2018/02/18 17:46:00:665',3,0,0
774,'2018/02/18 17:46:00:666',3,0,0
775,'2018/02/18 17:46:00:673',3,0,0
776,'2018/02/18 17:46:00:674',3,0,0
777,'2018/02/18 17:46:00:682',3,0,0
778,'2018/02/18 17:46:00:693',3,0,0
779,'2018/02/18 17:46:00:694',3,0,0
780,'2018/02/18 17:46:00:704',3,0,0
781,'2018/02/18 17:46:00:704',3,16,0
782,'2018/02/18 17:46:00:712',3,-16,0
783,'2018/02/18 17:46:00:724',3,0,0
784,'2018/02/18 17:46:00:724',3,-32,0
785,'2018/02/18 17:46:00:733',3,32,0
786,'2018/02/18 17:46:00:733',3,0,0
787,'2018/02/18 17:46:00:743',3,-16,0
788,'2018/02/18 17:46:00:755',3,16,0
789,'2018/02/18 17:46:00:755',3,0,0
790,'2018/02/18 17:46:00:763',3,32,0
791,'2018/02/18 17:46:00:763',3,-32,0
792,'2018/02/18 17:46:00:773',3,0,0
793,'2018/02/18 17:46:00:786',3,32,0
794,'2018/02/18 17:46:00:786',3,-32,0
795,'2018/02/18 17:46:00:795',3,0,0
796,'2018/02/18 17:46:00:795',3,0,0
797,'2018/02/18 17:46:00:805',3,-16,0
798,'2018/02/18 17:46:00:806',3,16,0
799,'2018/02/18 17:46:00:815',3,0,0
800,'2018/02/18 17:46:00:826',3,0,0
801,'2018/02/18 17:46:00:827',3,0,0
802,'2018/02/18 17:46:00:833',3,0,0
803,'2018/02/18 17:46:00:834',3,-32,0
804,'2018/02/18 17:46:00:847',3,32,0
805,'2018/02/18 17:46:00:856',3,0,0
806,'2018/02/18 17:46:00:856',3,-96,0
807,'2018/02/18 17:46:00:864',3,96,0
808,'2018/02/18 17:46:00:875',3,0,0
809,'2018/02/18 17:46:00:875',3,112,0
810,'2018/02/18 17:46:00:884',3,-112,0
811,'2018/02/18 17:46:00:885',3,0,0
812,'2018/02/18 17:46:00:901',3,0,0
813,'2018/02/18 17:46:00:902',3,32,0
814,'2018/02/18 17:46:00:905',3,-32,0
815,'2018/02/18 17:46:00:916',3,0,0
816,'2018/02/18 17:46:00:917',3,-96,0
817,'2018/02/18 17:46:00:925',3,96,0
818,'2018/02/18 17:46:00:935',3,0,0
819,'2018/02/18 17:46:00:936',3,48,0
820,'2018/02/18 17:46:00:945',3,-48,0
821,'2018/02/18 17:46:00:946',3,0,0
822,'2018/02/18 17:46:00:959',3,16,0
823,'2018/02/18 17:46:00:967',3,-16,0
824,'2018/02/18 17:46:00:968',3,0,0
825,'2018/02/18 17:46:00:976',3,0,0
826,'2018/02/18 17:46:00:976',3,0,0
827,'2018/02/18 17:46:00:982',3,0,0
828,'2018/02/18 17:46:00:996',3,0,0
829,'2018/02/18 17:46:00:996',3,32,0
830,'2018/02/18 17:46:01:004',3,-32,0
831,'2018/02/18 17:46:01:006',3,0,0
832,'2018/02/18 17:46:01:013',3,-16,0
833,'2018/02/18 17:46:01:023',3,16,0
834,'2018/02/18 17:46:01:023',3,0,0
835,'2018/02/18 17:46:01:054',3,-32,0
836,'2018/02/18 17:46:01:055',3,32,0
837,'2018/02/18 17:46:01:055',3,0,0
838,'2018/02/18 17:46:01:059',3,-16,0
839,'2018/02/18 17:46:01:059',3,16,0
840,'2018/02/18 17:46:01:060',3,0,0
841,'2018/02/18 17:46:01:067',3,0,0
842,'2018/02/18 17:46:01:079',3,0,0
843,'2018/02/18 17:46:01:080',3,0,0
844,'2018/02/18 17:46:01:088',3,0,0
845,'2018/02/18 17:46:01:089',3,32,0
846,'2018/02/18 17:46:01:098',3,-32,0
847,'2018/02/18 17:46:01:107',3,0,0
848,'2018/02/18 17:46:01:108',3,16,0
849,'2018/02/18 17:46:01:118',3,-16,0
850,'2018/02/18 17:46:01:118',3,0,0
851,'2018/02/18 17:46:01:127',3,-16,0
852,'2018/02/18 17:46:01:137',3,16,0
853,'2018/02/18 17:46:01:137',3,0,0
854,'2018/02/18 17:46:01:146',3,-16,0
855,'2018/02/18 17:46:01:146',3,16,0
856,'2018/02/18 17:46:01:159',3,0,0
857,'2018/02/18 17:46:01:159',3,0,0
858,'2018/02/18 17:46:01:167',3,48,0
859,'2018/02/18 17:46:01:179',3,-48,0
860,'2018/02/18 17:46:01:179',3,0,0
861,'2018/02/18 17:46:01:187',3,-112,0
862,'2018/02/18 17:46:01:188',3,112,0
863,'2018/02/18 17:46:01:198',3,0,0
864,'2018/02/18 17:46:01:208',3,48,0
865,'2018/02/18 17:46:01:208',3,-48,0
866,'2018/02/18 17:46:01:216',3,0,0
867,'2018/02/18 17:46:01:226',3,48,0
868,'2018/02/18 17:46:01:226',3,-48,0
869,'2018/02/18 17:46:01:238',3,0,0
870,'2018/02/18 17:46:01:238',3,0,0
871,'2018/02/18 17:46:01:248',3,-48,0
872,'2018/02/18 17:46:01:258',3,48,0
873,'2018/02/18 17:46:01:259',3,0,0
874,'2018/02/18 17:46:01:267',3,32,0
875,'2018/02/18 17:46:01:267',3,-32,0
876,'2018/02/18 17:46:01:278',3,0,0
877,'2018/02/18 17:46:01:279',3,0,0
878,'2018/02/18 17:46:01:286',3,0,0
879,'2018/02/18 17:46:01:297',3,0,0
880,'2018/02/18 17:46:01:297',3,-32,0
881,'2018/02/18 17:46:01:306',3,32,0
882,'2018/02/18 17:46:01:316',3,0,0
883,'2018/02/18 17:46:01:316',3,64,0
884,'2018/02/18 17:46:01:329',3,-64,0
885,'2018/02/18 17:46:01:329',3,0,0
886,'2018/02/18 17:46:01:336',3,0,0
887,'2018/02/18 17:46:01:346',3,-32,0
888,'2018/02/18 17:46:01:346',3,32,0
889,'2018/02/18 17:46:01:357',3,0,0
890,'2018/02/18 17:46:01:358',3,0,0
891,'2018/02/18 17:46:01:368',3,0,0
892,'2018/02/18 17:46:01:368',3,0,0
893,'2018/02/18 17:46:01:378',3,16,0
894,'2018/02/18 17:46:01:386',3,-16,0
895,'2018/02/18 17:46:01:386',3,0,0
896,'2018/02/18 17:46:01:396',3,-32,0
897,'2018/02/18 17:46:01:407',3,32,0
898,'2018/02/18 17:46:01:407',3,0,0
899,'2018/02/18 17:46:01:416',3,0,0
900,'2018/02/18 17:46:01:416',3,0,0
901,'2018/02/18 17:46:01:428',3,0,0
902,'2018/02/18 17:46:01:428',3,0,0
903,'2018/02/18 17:46:01:439',3,48,0
904,'2018/02/18 17:46:01:448',3,-48,0
905,'2018/02/18 17:46:01:449',3,0,0
906,'2018/02/18 17:46:01:459',3,-16,0
907,'2018/02/18 17:46:01:467',3,16,0
908,'2018/02/18 17:46:01:467',3,0,0
909,'2018/02/18 17:46:01:477',3,-32,0
910,'2018/02/18 17:46:01:477',3,32,0
911,'2018/02/18 17:46:01:487',3,0,0
912,'2018/02/18 17:46:01:497',3,0,0
913,'2018/02/18 17:46:01:497',3,0,0
914,'2018/02/18 17:46:01:506',3,0,0
915,'2018/02/18 17:46:01:507',3,0,0
916,'2018/02/18 17:46:01:517',3,0,0
917,'2018/02/18 17:46:01:517',3,0,0
918,'2018/02/18 17:46:01:526',3,0,0
919,'2018/02/18 17:46:01:538',3,-16,0
920,'2018/02/18 17:46:01:538',3,16,0
921,'2018/02/18 17:46:01:548',3,0,0
922,'2018/02/18 17:46:01:557',3,0,0
923,'2018/02/18 17:46:01:557',3,0,0
924,'2018/02/18 17:46:01:565',3,0,0
925,'2018/02/18 17:46:01:566',3,80,0
926,'2018/02/18 17:46:01:576',3,-80,0
927,'2018/02/18 17:46:01:587',3,0,0
928,'2018/02/18 17:46:01:588',3,-32,0
929,'2018/02/18 17:46:01:596',3,32,0
930,'2018/02/18 17:46:01:607',3,0,0
931,'2018/02/18 17:46:01:607',3,0,0
932,'2018/02/18 17:46:01:616',3,-48,0
933,'2018/02/18 17:46:01:617',3,48,0
934,'2018/02/18 17:46:01:626',3,0,0
935,'2018/02/18 17:46:01:627',3,32,0
936,'2018/02/18 17:46:01:636',3,-32,0
937,'2018/02/18 17:46:01:647',3,0,0
938,'2018/02/18 17:46:01:647',3,0,0
939,'2018/02/18 17:46:01:655',3,0,0
940,'2018/02/18 17:46:01:656',3,0,0
941,'2018/02/18 17:46:01:666',3,-16,0
942,'2018/02/18 17:46:01:678',3,16,0
943,'2018/02/18 17:46:01:678',3,0,0
944,'2018/02/18 17:46:01:686',3,32,0
945,'2018/02/18 17:46:01:686',3,-32,0
946,'2018/02/18 17:46:01:697',3,0,0
947,'2018/02/18 17:46:01:706',3,0,0
948,'2018/02/18 17:46:01:707',3,16,0
949,'2018/02/18 17:46:01:717',3,-16,0
950,'2018/02/18 17:46:01:717',3,0,0
951,'2018/02/18 17:46:01:727',3,-80,0
952,'2018/02/18 17:46:01:728',3,80,0
953,'2018/02/18 17:46:01:737',3,0,0
954,'2018/02/18 17:46:01:747',3,32,0
955,'2018/02/18 17:46:01:747',3,-32,0
956,'2018/02/18 17:46:01:757',3,0,0
957,'2018/02/18 17:46:01:766',3,48,0
958,'2018/02/18 17:46:01:766',3,-48,0
959,'2018/02/18 17:46:01:777',3,0,0
960,'2018/02/18 17:46:01:778',3,0,0
961,'2018/02/18 17:46:01:786',3,0,0
962,'2018/02/18 17:46:01:796',3,0,0
963,'2018/02/18 17:46:01:796',3,0,0
964,'2018/02/18 17:46:01:806',3,-64,0
965,'2018/02/18 17:46:01:807',3,64,0
966,'2018/02/18 17:46:01:817',3,0,0
967,'2018/02/18 17:46:01:817',3,-16,0
968,'2018/02/18 17:46:01:827',3,16,0
969,'2018/02/18 17:46:01:837',3,0,0
970,'2018/02/18 17:46:01:838',3,32,0
971,'2018/02/18 17:46:01:848',3,-32,0
972,'2018/02/18 17:46:01:848',3,0,0
973,'2018/02/18 17:46:01:857',3,32,0
974,'2018/02/18 17:46:01:866',3,-32,0
975,'2018/02/18 17:46:01:866',3,0,0
976,'2018/02/18 17:46:01:876',3,0,0
977,'2018/02/18 17:46:01:888',3,64,0
978,'2018/02/18 17:46:01:889',3,-64,0
979,'2018/02/18 17:46:01:898',3,0,0
980,'2018/02/18 17:46:01:898',3,-48,0
981,'2018/02/18 17:46:01:907',3,48,0
982,'2018/02/18 17:46:01:917',3,0,0
983,'2018/02/18 17:46:01:917',3,-144,0
984,'2018/02/18 17:46:01:927',3,144,0
985,'2018/02/18 17:46:01:928',3,0,0
986,'2018/02/18 17:46:01:937',3,32,0
987,'2018/02/18 17:46:01:947',3,-32,0
988,'2018/02/18 17:46:01:947',3,0,0
989,'2018/02/18 17:46:01:956',3,96,0
990,'2018/02/18 17:46:01:956',3,-96,0
991,'2018/02/18 17:46:01:966',3,0,0
992,'2018/02/18 17:46:01:978',3,0,0
993,'2018/02/18 17:46:01:979',3,-32,0
994,'2018/02/18 17:46:01:987',3,32,0
995,'2018/02/18 17:46:01:987',3,0,0
996,'2018/02/18 17:46:01:996',3,-16,0
997,'2018/02/18 17:46:02:006',3,16,0
998,'2018/02/18 17:46:02:007',3,0,0
999,'2018/02/18 17:46:02:017',3,0,0
1000,'2018/02/18 17:46:02:018',3,0,0
1001,'2018/02/18 17:46:02:028',3,0,0
1002,'2018/02/18 17:46:02:029',3,-16,0
1003,'2018/02/18 17:46:02:036',3,16,0
1004,'2018/02/18 17:46:02:047',3,0,0
1005,'2018/02/18 17:46:02:048',3,32,0
1006,'2018/02/18 17:46:02:057',3,-32,0
1007,'2018/02/18 17:46:02:058',3,0,0
1008,'2018/02/18 17:46:02:066',3,0,0
1009,'2018/02/18 17:46:02:076',3,32,0
1010,'2018/02/18 17:46:02:086',3,-32,0
1011,'2018/02/18 17:46:02:086',3,0,0
1012,'2018/02/18 17:46:02:096',3,-16,0
1013,'2018/02/18 17:46:02:097',3,16,0
1014,'2018/02/18 17:46:02:107',3,0,0
1015,'2018/02/18 17:46:02:108',3,-32,0
1016,'2018/02/18 17:46:02:116',3,32,0
1017,'2018/02/18 17:46:02:128',3,0,0
1018,'2018/02/18 17:46:02:128',3,48,0
1019,'2018/02/18 17:46:02:136',3,-48,0
1020,'2018/02/18 17:46:02:136',3,0,0
1021,'2018/02/18 17:46:02:148',3,0,0
1022,'2018/02/18 17:46:02:148',3,0,0
1023,'2018/02/18 17:46:02:156',3,0,0
1024,'2018/02/18 17:46:02:167',3,0,0
1025,'2018/02/18 17:46:02:167',3,-16,0
1026,'2018/02/18 17:46:02:177',3,16,0
1027,'2018/02/18 17:46:02:178',3,0,0
1028,'2018/02/18 17:46:02:186',3,-16,0
1029,'2018/02/18 17:46:02:196',3,16,0
1030,'2018/02/18 17:46:02:206',3,0,0
1031,'2018/02/18 17:46:02:207',3,32,0
1032,'2018/02/18 17:46:02:217',3,-32,0
1033,'2018/02/18 17:46:02:217',3,0,0
1034,'2018/02/18 17:46:02:227',3,0,0
1035,'2018/02/18 17:46:02:227',3,0,0
1036,'2018/02/18 17:46:02:237',3,0,0
1037,'2018/02/18 17:46:02:237',3,0,0
1038,'2018/02/18 17:46:02:246',3,16,0
1039,'2018/02/18 17:46:02:257',3,-16,0
1040,'2018/02/18 17:46:02:258',3,0,0
1041,'2018/02/18 17:46:02:267',3,-16,0
1042,'2018/02/18 17:46:02:267',3,16,0
1043,'2018/02/18 17:46:02:276',3,0,0
1044,'2018/02/18 17:46:02:288',3,-32,0
1045,'2018/02/18 17:46:02:288',3,32,0
1046,'2018/02/18 17:46:02:296',3,0,0
1047,'2018/02/18 17:46:02:297',3,-32,0
1048,'2018/02/18 17:46:02:307',3,32,0
1049,'2018/02/18 17:46:02:317',3,0,0
1050,'2018/02/18 17:46:02:317',3,48,0
1051,'2018/02/18 17:46:02:327',3,-48,0
1052,'2018/02/18 17:46:02:328',3,0,0
1053,'2018/02/18 17:46:02:337',3,0,0
1054,'2018/02/18 17:46:02:346',3,0,0
1055,'2018/02/18 17:46:02:347',3,0,0
1056,'2018/02/18 17:46:02:356',3,0,0
1057,'2018/02/18 17:46:02:367',3,-16,0
1058,'2018/02/18 17:46:02:367',3,16,0
1059,'2018/02/18 17:46:02:379',3,0,0
1060,'2018/02/18 17:46:02:379',3,-16,0
1061,'2018/02/18 17:46:02:387',3,16,0
1062,'2018/02/18 17:46:02:396',3,0,0
1063,'2018/02/18 17:46:02:396',3,0,0
1064,'2018/02/18 17:46:02:407',3,0,0
1065,'2018/02/18 17:46:02:408',3,0,0
1066,'2018/02/18 17:46:02:417',3,0,0
1067,'2018/02/18 17:46:02:418',3,-16,0
1068,'2018/02/18 17:46:02:427',3,16,0
1069,'2018/02/18 17:46:02:436',3,0,0
1070,'2018/02/18 17:46:02:436',3,48,0
1071,'2018/02/18 17:46:02:447',3,-48,0
1072,'2018/02/18 17:46:02:458',3,0,0
1073,'2018/02/18 17:46:02:459',3,16,0
1074,'2018/02/18 17:46:02:467',3,-16,0
1075,'2018/02/18 17:46:02:467',3,0,0
1076,'2018/02/18 17:46:02:476',3,-16,0
1077,'2018/02/18 17:46:02:488',3,16,0
1078,'2018/02/18 17:46:02:489',3,0,0
1079,'2018/02/18 17:46:02:498',3,16,0
1080,'2018/02/18 17:46:02:498',3,-16,0
1081,'2018/02/18 17:46:02:507',3,0,0
1082,'2018/02/18 17:46:02:517',3,0,0
1083,'2018/02/18 17:46:02:517',3,-64,0
1084,'2018/02/18 17:46:02:526',3,64,0
1085,'2018/02/18 17:46:02:527',3,0,0
1086,'2018/02/18 17:46:02:536',3,32,0
1087,'2018/02/18 17:46:02:547',3,-32,0
1088,'2018/02/18 17:46:02:548',3,0,0
1089,'2018/02/18 17:46:02:557',3,48,0
1090,'2018/02/18 17:46:02:558',3,-48,0
1091,'2018/02/18 17:46:02:567',3,0,0
1092,'2018/02/18 17:46:02:567',3,16,0
1093,'2018/02/18 17:46:02:576',3,-16,0
1094,'2018/02/18 17:46:02:587',3,0,0
1095,'2018/02/18 17:46:02:588',3,-48,0
1096,'2018/02/18 17:46:02:598',3,48,0
1097,'2018/02/18 17:46:02:598',3,0,0
1098,'2018/02/18 17:46:02:608',3,0,0
1099,'2018/02/18 17:46:02:617',3,16,0
1100,'2018/02/18 17:46:02:618',3,-16,0
1101,'2018/02/18 17:46:02:628',3,0,0
1102,'2018/02/18 17:46:02:628',3,-16,0
1103,'2018/02/18 17:46:02:639',3,16,0
1104,'2018/02/18 17:46:02:647',3,0,0
1105,'2018/02/18 17:46:02:648',3,-32,0
1106,'2018/02/18 17:46:02:656',3,32,0
1107,'2018/02/18 17:46:02:666',3,0,0
1108,'2018/02/18 17:46:02:666',3,-16,0
1109,'2018/02/18 17:46:02:679',3,16,0
1110,'2018/02/18 17:46:02:680',3,0,0
1111,'2018/02/18 17:46:02:686',3,0,0
1112,'2018/02/18 17:46:02:697',3,64,0
1113,'2018/02/18 17:46:02:697',3,-64,0
1114,'2018/02/18 17:46:02:707',3,0,0
1115,'2018/02/18 17:46:02:707',3,16,0
1116,'2018/02/18 17:46:02:716',3,-16,0
1117,'2018/02/18 17:46:02:726',3,0,0
1118,'2018/02/18 17:46:02:726',3,-16,0
1119,'2018/02/18 17:46:02:739',3,16,0
1120,'2018/02/18 17:46:02:740',3,0,0
1121,'2018/02/18 17:46:02:746',3,-32,0
1122,'2018/02/18 17:46:02:758',3,32,0
1123,'2018/02/18 17:46:02:759',3,0,0
1124,'2018/02/18 17:46:02:768',3,-16,0
1125,'2018/02/18 17:46:02:768',3,16,0
1126,'2018/02/18 17:46:02:776',3,0,0
1127,'2018/02/18 17:46:02:787',3,0,0
1128,'2018/02/18 17:46:02:787',3,0,0
